Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Exemption,Medical Exemption,States,Utah,2019-20,0.1,49208,,,59,Census
Exemption,Medical Exemption,States,Vermont,2019-20,0.1,6293,,†,9,Census
Exemption,Medical Exemption,States,Virginia,2019-20,0.3,99399,,†,333,Census
Exemption,Medical Exemption,States,Washington,2019-20,0.7,87757,,,647,Census
Exemption,Medical Exemption,States,West Virginia,2019-20,0.1,17114,,†.‡.‡‡,21,Voluntary response
Exemption,Medical Exemption,States,Wisconsin,2019-20,0.2,67391,,,168,Census
Exemption,Medical Exemption,States,Wyoming,2019-20,0.3,7913,,†,24,Census
Exemption,Non-Medical Exemption,States,Alabama,2009-10,0.4,75358,,†. ¶,282,Census
Exemption,Non-Medical Exemption,States,Alaska,2009-10,3.8,9641,,†,369,Voluntary response
Exemption,Non-Medical Exemption,States,Arizona,2009-10,2.8,89287,,‡,2479,Census
Exemption,Non-Medical Exemption,States,Arkansas,2009-10,0.5,34733,,,165,Census
Exemption,Non-Medical Exemption,States,California,2009-10,2.0,507191,,‡,10280,Census
Exemption,Non-Medical Exemption,States,Colorado,2009-10,NA,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Connecticut,2009-10,0.8,46158,,†,387,Census
Exemption,Non-Medical Exemption,States,Delaware,2009-10,0.6,11327,,†,65,Random sample
Exemption,Non-Medical Exemption,States,Florida,2009-10,1.0,218630,,†,2100,Census
Exemption,Non-Medical Exemption,States,Georgia,2009-10,1.0,141949,,†,1478,Random sample
Exemption,Non-Medical Exemption,States,Hawaii,2009-10,3.5,18427,,†,645,Random sample
Exemption,Non-Medical Exemption,States,Idaho,2009-10,3.5,22624,,,794,Census
Exemption,Non-Medical Exemption,States,Illinois,2009-10,NA,165845,,§,,Census
Exemption,Non-Medical Exemption,States,Indiana,2009-10,0.8,84390,,†,674,Census
Exemption,Non-Medical Exemption,States,Iowa,2009-10,0.8,42698,,†,359,Census
Exemption,Non-Medical Exemption,States,Kansas,2009-10,0.8,39073,,†,304,Census
Exemption,Non-Medical Exemption,States,Kentucky,2009-10,0.3,56526,,†,193,Census
Exemption,Non-Medical Exemption,States,Louisiana,2009-10,0.5,53846,,,260,Census
Exemption,Non-Medical Exemption,States,Maine,2009-10,3.0,14162,,,423,Voluntary response
Exemption,Non-Medical Exemption,States,Maryland,2009-10,0.5,75061,,†,393,Voluntary response
Exemption,Non-Medical Exemption,States,Massachusetts,2009-10,0.7,74476,,†,538,Census
Exemption,Non-Medical Exemption,States,Michigan,2009-10,3.8,129810,,,4872,Census
Exemption,Non-Medical Exemption,States,Minnesota,2009-10,NA,70653,,,,Not conducted
Exemption,Non-Medical Exemption,States,Mississippi,2009-10,NA,46922,,‡. †,,Census
Exemption,Non-Medical Exemption,States,Missouri,2009-10,NA,75958,,§,,Random sample
Exemption,Non-Medical Exemption,States,Montana,2009-10,2.2,12335,,†,262,Census
Exemption,Non-Medical Exemption,States,Nebraska,2009-10,2.8,29607,,†,802,Census
Exemption,Non-Medical Exemption,States,Nevada,2009-10,1.0,35209,,†,357,Random sample
Exemption,Non-Medical Exemption,States,New Hampshire,2009-10,NA,,,,,Not conducted
Exemption,Non-Medical Exemption,States,New Jersey,2009-10,0.8,118347,,†,905,Census
Exemption,Non-Medical Exemption,States,New Mexico,2009-10,0.7,26318,,†,183,Random sample
Exemption,Non-Medical Exemption,States,New York,2009-10,0.5,229273,,†,1117,Census
Exemption,Non-Medical Exemption,States,North Carolina,2009-10,0.7,116087,,†,756,Census
Exemption,Non-Medical Exemption,States,North Dakota,2009-10,0.8,8323,,,67,Random sample
Exemption,Non-Medical Exemption,States,Ohio,2009-10,1.2,131137,,||,1515,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2009-10,0.9,51128,,,456,Voluntary response
Exemption,Non-Medical Exemption,States,Oregon,2009-10,5.2,44676,,†,2330,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2009-10,2.0,149656,,||,2924,Census
Exemption,Non-Medical Exemption,National,United States,2009-10,1.5,,,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2009-10,0.2,11818,,†,26,Random sample
Exemption,Non-Medical Exemption,States,South Carolina,2009-10,0.6,53725,,†,303,Random sample
Exemption,Non-Medical Exemption,States,South Dakota,2009-10,0.7,11499,,†,83,Census
Exemption,Non-Medical Exemption,States,Tennessee,2009-10,0.5,90811,,†,421,Voluntary response
Exemption,Non-Medical Exemption,States,Texas,2009-10,0.8,381425,,||. §,2904,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2009-10,0.8,,,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2009-10,3.6,49957,,,1815,Census
Exemption,Non-Medical Exemption,States,Vermont,2009-10,5.3,6713,,,354,Census
Exemption,Non-Medical Exemption,States,Virginia,2009-10,0.7,100891,,†,751,Random sample
Exemption,Non-Medical Exemption,States,Washington,2009-10,5.7,81511,,,4684,Census
Exemption,Non-Medical Exemption,States,West Virginia,2009-10,NA,22730,,‡. †,,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2009-10,3.1,61095,,,1868,Random sample
Exemption,Non-Medical Exemption,States,Wyoming,2009-10,NA,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Alabama,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Alaska,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Arizona,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Arkansas,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,California,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Colorado,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Connecticut,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Delaware,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,District of Columbia,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Florida,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Georgia,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Hawaii,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Idaho,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Illinois,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Indiana,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Iowa,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Kansas,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Kentucky,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Louisiana,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Maine,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Maryland,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Massachusetts,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Michigan,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Minnesota,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Mississippi,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Missouri,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Montana,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Nebraska,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Nevada,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,New Hampshire,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,New Jersey,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,New Mexico,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,New York,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,North Carolina,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,North Dakota,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Ohio,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Oklahoma,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Oregon,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Pennsylvania,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Rhode Island,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,South Carolina,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,South Dakota,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Tennessee,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Texas,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,National,U.S. Median,2010-11,NA,,,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Vermont,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Virginia,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Washington,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,West Virginia,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Wisconsin,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Wyoming,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Alabama,2011-12,0.5,73190,,†. ¶,356,Census
Exemption,Non-Medical Exemption,States,Alaska,2011-12,5.7,10286,,†,43,Non-random Cluster Sample
Exemption,Non-Medical Exemption,States,Arizona,2011-12,3.5,88293,,‡,2948,Census
Exemption,Non-Medical Exemption,States,Arkansas,2011-12,0.8,38754,,,371,Census
Exemption,Non-Medical Exemption,States,California,2011-12,2.4,542544,,‡,12665,Census
Exemption,Non-Medical Exemption,States,Colorado,2011-12,NA,70142,,||,,Simple Random Sample
Exemption,Non-Medical Exemption,States,Connecticut,2011-12,1.0,45695,,†,472,Census
Exemption,Non-Medical Exemption,States,Delaware,2011-12,0.4,11327,,†,6,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Florida,2011-12,1.2,225532,,†,2771,Census
Exemption,Non-Medical Exemption,States,Georgia,2011-12,1.2,143065,,†,57,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Hawaii,2011-12,3.8,19443,,†,58,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Idaho,2011-12,5.1,22762,,,1165,Census
Exemption,Non-Medical Exemption,States,Indiana,2011-12,0.9,83416,,†,514,Voluntary Response
Exemption,Non-Medical Exemption,States,Iowa,2011-12,1.0,40978,,†,412,Census
Exemption,Non-Medical Exemption,States,Kansas,2011-12,0.9,38402,,†,364,Census
Exemption,Non-Medical Exemption,States,Kentucky,2011-12,0.4,58185,,†,214,Census
Exemption,Non-Medical Exemption,States,Louisiana,2011-12,0.6,69013,,,384,Census
Exemption,Non-Medical Exemption,States,Maine,2011-12,3.5,13829,,,470,Census
Exemption,Non-Medical Exemption,States,Maryland,2011-12,0.6,72957,,†,293,Voluntary Response
Exemption,Non-Medical Exemption,States,Massachusetts,2011-12,1.0,79551,,†,742,Census
Exemption,Non-Medical Exemption,States,Michigan,2011-12,4.9,124962,,,6165,Census
Exemption,Non-Medical Exemption,States,Mississippi,2011-12,NA,44912,,‡. †,,Census
Exemption,Non-Medical Exemption,States,Montana,2011-12,2.6,12128,,†,312,Census
Exemption,Non-Medical Exemption,States,Nebraska,2011-12,1.0,26715,,†,251,Census
Exemption,Non-Medical Exemption,States,Nevada,2011-12,1.5,36557,,†,38,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Hampshire,2011-12,1.9,13022,,†,251,Census
Exemption,Non-Medical Exemption,States,New Jersey,2011-12,1.1,118669,,†,1278,Census
Exemption,Non-Medical Exemption,States,New Mexico,2011-12,2.0,29159,,†,12,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New York,2011-12,0.5,236016,,†,1283,Census
Exemption,Non-Medical Exemption,States,North Carolina,2011-12,0.7,128854,,†,817,Census
Exemption,Non-Medical Exemption,States,North Dakota,2011-12,1.0,8412,,,5,Convenient 
Exemption,Non-Medical Exemption,States,Ohio,2011-12,1.3,146144,,||,1582,Convenient 
Exemption,Non-Medical Exemption,States,Oklahoma,2011-12,1.0,52987,,,474,Census
Exemption,Non-Medical Exemption,States,Oregon,2011-12,5.8,45855,,†,2648,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2011-12,1.4,148042,,||,2083,Census
Exemption,Non-Medical Exemption,National,United States,2011-12,1.4,,,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2011-12,0.7,12552,,†,12,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,South Carolina,2011-12,1.0,59307,,†,59,1-stage Cluster Sample
Exemption,Non-Medical Exemption,States,South Dakota,2011-12,1.0,12127,,†,120,Census
Exemption,Non-Medical Exemption,States,Tennessee,2011-12,0.5,83950,,†,417,Census
Exemption,Non-Medical Exemption,States,Texas,2011-12,1.0,388178,,||. §,3889,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2011-12,1.0,,,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2011-12,3.6,53800,,,1953,Census
Exemption,Non-Medical Exemption,States,Vermont,2011-12,5.4,6548,,,351,Census
Exemption,Non-Medical Exemption,States,Virginia,2011-12,0.8,101121,,†,61,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Washington,2011-12,4.2,85134,,,3096,Voluntary Response
Exemption,Non-Medical Exemption,States,West Virginia,2011-12,NA,22449,,‡. †,,Convenient 
Exemption,Non-Medical Exemption,States,Wisconsin,2011-12,4.1,70672,,,69,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Wyoming,2011-12,NA,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Alabama,2012-13,0.6,72929,,†. ¶,414,Census
Exemption,Non-Medical Exemption,States,Alaska,2012-13,4.0,10319,,†,415,Census
Exemption,Non-Medical Exemption,States,Arizona,2012-13,3.9,90054,,‡,3475,Census
Exemption,Non-Medical Exemption,States,Arkansas,2012-13,1.0,43212,,,441,Census
Exemption,Non-Medical Exemption,States,California,2012-13,2.8,535523,,‡,14921,Census
Exemption,Non-Medical Exemption,States,Colorado,2012-13,4.0,70657,,,2678,Simple Random Sample
Exemption,Non-Medical Exemption,States,Connecticut,2012-13,1.4,41604,,†,601,Census
Exemption,Non-Medical Exemption,States,Delaware,2012-13,0.5,11997,,†,5,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Florida,2012-13,1.4,234628,,†,3281,Census
Exemption,Non-Medical Exemption,States,Georgia,2012-13,2.2,142732,,†,73,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Hawaii,2012-13,2.2,20104,,†. *,138,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Idaho,2012-13,5.5,23888,,,1309,Census
Exemption,Non-Medical Exemption,States,Indiana,2012-13,0.9,86983,,†,804,Voluntary Response
Exemption,Non-Medical Exemption,States,Iowa,2012-13,1.2,41701,,†,500,Census
Exemption,Non-Medical Exemption,States,Kansas,2012-13,0.9,40738,,†,363,Census
Exemption,Non-Medical Exemption,States,Kentucky,2012-13,0.5,58466,,†,286,Census
Exemption,Non-Medical Exemption,States,Louisiana,2012-13,0.5,68874,,,349,Census
Exemption,Non-Medical Exemption,States,Maine,2012-13,3.9,14313,,,559,Census
Exemption,Non-Medical Exemption,States,Maryland,2012-13,0.7,75007,,†,494,Voluntary Response
Exemption,Non-Medical Exemption,States,Massachusetts,2012-13,1.1,79661,,†,843,Census
Exemption,Non-Medical Exemption,States,Michigan,2012-13,5.3,124662,,,6626,Census
Exemption,Non-Medical Exemption,States,Mississippi,2012-13,NA,46595,,‡. †,,Census
Exemption,Non-Medical Exemption,States,Montana,2012-13,3.0,12516,,†,380,Census
Exemption,Non-Medical Exemption,States,Nebraska,2012-13,1.1,24999,,†,269,Census
Exemption,Non-Medical Exemption,States,Nevada,2012-13,1.8,36070,,†,224,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Hampshire,2012-13,2.3,12943,,†,298,Census
Exemption,Non-Medical Exemption,States,New Jersey,2012-13,1.2,122516,,†,1458,Census
Exemption,Non-Medical Exemption,States,New Mexico,2012-13,0.2,29279,,†,27,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New York,2012-13,0.6,239484,,†. *,1335,Census
Exemption,Non-Medical Exemption,States,North Carolina,2012-13,0.7,130612,,†. *,871,Census
Exemption,Non-Medical Exemption,States,North Dakota,2012-13,1.8,9503,,,130,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Ohio,2012-13,1.6,163687,,||,2665,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2012-13,1.2,56943,,,672,Census
Exemption,Non-Medical Exemption,States,Oregon,2012-13,6.4,47102,,†,3010,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2012-13,1.5,151364,,||,2339,Census
Exemption,Non-Medical Exemption,National,United States,2012-13,1.7,,,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2012-13,0.8,12552,,†,94,Voluntary Response
Exemption,Non-Medical Exemption,States,South Carolina,2012-13,NA,61799,,,,Not conducted
Exemption,Non-Medical Exemption,States,South Dakota,2012-13,1.5,12468,,†,182,Census
Exemption,Non-Medical Exemption,States,Tennessee,2012-13,1.1,85801,,†,905,Census
Exemption,Non-Medical Exemption,States,Texas,2012-13,1.2,414688,,||. §,4936,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2012-13,1.5,,,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2012-13,3.7,54605,,,2016,Census
Exemption,Non-Medical Exemption,States,Vermont,2012-13,5.7,6792,,,385,Census
Exemption,Non-Medical Exemption,States,Virginia,2012-13,0.4,104826,,†,427,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Washington,2012-13,3.5,87773,,*,3048,Census
Exemption,Non-Medical Exemption,States,West Virginia,2012-13,NA,22588,,‡. †,,Voluntary Response
Exemption,Non-Medical Exemption,States,Wisconsin,2012-13,4.0,72416,,,3907,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Wyoming,2012-13,1.9,8133,,†.‡‡,155,Census
Exemption,Non-Medical Exemption,States,Alabama,2013-14,0.6,76927,,†. ¶,447,Census
Exemption,Non-Medical Exemption,States,Alaska,2013-14,4.1,10222,,†,421,Census
Exemption,Non-Medical Exemption,States,Arizona,2013-14,4.7,89606,,‡,4195,Census
Exemption,Non-Medical Exemption,States,Arkansas,2013-14,1.1,42649,,,468,Census
Exemption,Non-Medical Exemption,States,California,2013-14,3.1,548606,,‡,17253,Census
Exemption,Non-Medical Exemption,States,Colorado,2013-14,4.6,69904,,,3292,Random Sample
Exemption,Non-Medical Exemption,States,Connecticut,2013-14,1.6,40978,,†,670,Census
Exemption,Non-Medical Exemption,States,Delaware,2013-14,0.7,11997,,†,83,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Florida,2013-14,1.7,233797,,†,3991,Census
Exemption,Non-Medical Exemption,States,Georgia,2013-14,1.7,143988,,†,2420,Census
Exemption,Non-Medical Exemption,States,Hawaii,2013-14,3.2,20056,,†,634,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Idaho,2013-14,6.1,23934,,,1451,Census
Exemption,Non-Medical Exemption,States,Indiana,2013-14,0.8,87193,,†,727,Voluntary response
Exemption,Non-Medical Exemption,States,Iowa,2013-14,1.2,43728,,†,521,Census
Exemption,Non-Medical Exemption,States,Kansas,2013-14,1.9,41107,,†,527,Census
Exemption,Non-Medical Exemption,States,Kentucky,2013-14,0.6,57857,,†,357,Census
Exemption,Non-Medical Exemption,States,Louisiana,2013-14,0.7,63976,,,422,Census
Exemption,Non-Medical Exemption,States,Maine,2013-14,5.2,15441,,,796,Voluntary response
Exemption,Non-Medical Exemption,States,Maryland,2013-14,0.7,75659,,†,513,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2013-14,1.1,79894,,†,860,Census
Exemption,Non-Medical Exemption,States,Michigan,2013-14,5.4,120297,,,6476,Census
Exemption,Non-Medical Exemption,States,Mississippi,2013-14,NA,45719,,‡. †,,Census
Exemption,Non-Medical Exemption,States,Montana,2013-14,3.3,12855,,†,426,Census
Exemption,Non-Medical Exemption,States,Nebraska,2013-14,1.1,27000,,†,307,Census
Exemption,Non-Medical Exemption,States,Nevada,2013-14,2.0,35782,,†,724,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,New Hampshire,2013-14,2.5,13240,,†,328,Census
Exemption,Non-Medical Exemption,States,New Jersey,2013-14,1.4,123085,,†,1741,Census
Exemption,Non-Medical Exemption,States,New Mexico,2013-14,0.9,30725,,†,277,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,New York,2013-14,0.6,240318,,†,1547,Census
Exemption,Non-Medical Exemption,States,North Carolina,2013-14,0.9,126084,,†,1105,Census
Exemption,Non-Medical Exemption,States,North Dakota,2013-14,2.3,9780,,,230,Census (Public); Stratified  2-stage cluster sample(Private)
Exemption,Non-Medical Exemption,States,Ohio,2013-14,1.8,150000,,|| ,2681,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2013-14,1.4,57377,,,808,Voluntary response
Exemption,Non-Medical Exemption,States,Oregon,2013-14,7.0,47649,,†,3331,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2013-14,1.7,151253,,,2552,Census
Exemption,Non-Medical Exemption,National,United States,2013-14,2.0,,,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2013-14,0.7,11521,,†,81,Census
Exemption,Non-Medical Exemption,States,South Carolina,2013-14,1.2,61661,,†. *,772,1-stage stratified sample
Exemption,Non-Medical Exemption,States,South Dakota,2013-14,1.6,12566,,†. *,199,Census
Exemption,Non-Medical Exemption,States,Tennessee,2013-14,1.0,80212,,†,773,Census
Exemption,Non-Medical Exemption,States,Texas,2013-14,1.4,409255,,||. §,5536,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2013-14,1.6,,,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2013-14,4.2,54779,,,2312,Census
Exemption,Non-Medical Exemption,States,Vermont,2013-14,6.1,6771,,,412,Census
Exemption,Non-Medical Exemption,States,Virginia,2013-14,0.4,105692,,†,446,2-stage cluster  sample
Exemption,Non-Medical Exemption,States,Washington,2013-14,3.6,89165,,*,3177,Voluntary response
Exemption,Non-Medical Exemption,States,West Virginia,2013-14,NA,22814,,‡. †,,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2013-14,4.8,71363,,,3415,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Wyoming,2013-14,NA,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Alabama,2014-15,0.7,59660,,†. *,396,Census
Exemption,Non-Medical Exemption,States,Alaska,2014-15,4.5,10129,,†,453,Census
Exemption,Non-Medical Exemption,States,Arizona,2014-15,4.6,86153,,‡,3978,Census
Exemption,Non-Medical Exemption,States,Arkansas,2014-15,1.2,41252,,,512,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,California,2014-15,2.5,552583,,,13993,Census
Exemption,Non-Medical Exemption,States,Colorado,2014-15,5.4,70597,,,3832,Simple random sample
Exemption,Non-Medical Exemption,States,Connecticut,2014-15,1.6,39948,,†,628,Census
Exemption,Non-Medical Exemption,States,Delaware,2014-15,0.9,11476,,†,106,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Florida,2014-15,1.8,228982,,†,4113,Census
Exemption,Non-Medical Exemption,States,Georgia,2014-15,2.0,139471,,†,2729,Census
Exemption,Non-Medical Exemption,States,Hawaii,2014-15,3.3,20085,,†,754,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Idaho,2014-15,6.2,22968,,,1432,Census
Exemption,Non-Medical Exemption,States,Indiana,2014-15,0.8,85477,,†,651,Voluntary response
Exemption,Non-Medical Exemption,States,Iowa,2014-15,1.4,43239,,†,618,Census
Exemption,Non-Medical Exemption,States,Kansas,2014-15,1.1,39685,,†,454,Census
Exemption,Non-Medical Exemption,States,Kentucky,2014-15,0.7,57884,,†,378,Census
Exemption,Non-Medical Exemption,States,Louisiana,2014-15,0.6,60377,,,339,Census
Exemption,Non-Medical Exemption,States,Maine,2014-15,3.9,13704,,,536,Voluntary response (public); Census (private)
Exemption,Non-Medical Exemption,States,Maryland,2014-15,0.8,75391,,†,571,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Massachusetts,2014-15,1.1,74869,,†,803,Census
Exemption,Non-Medical Exemption,States,Michigan,2014-15,5.0,117963,,,5885,Census
Exemption,Non-Medical Exemption,States,Mississippi,2014-15,NA,44129,,‡. †. *,,Census
Exemption,Non-Medical Exemption,States,Montana,2014-15,3.6,12501,,†,454,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Nebraska,2014-15,1.1,26665,,†,287,Census
Exemption,Non-Medical Exemption,States,Nevada,2014-15,1.1,36755,,†,401,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,New Hampshire,2014-15,2.7,12422,,†,331,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,New Jersey,2014-15,1.6,120471,,†. *,1918,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,New Mexico,2014-15,1.2,29918,,†,347,Census
Exemption,Non-Medical Exemption,States,New York,2014-15,0.7,237045,,†,1640,Census
Exemption,Non-Medical Exemption,States,North Carolina,2014-15,0.9,129792,,†. *,1127,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,North Dakota,2014-15,2.4,10017,,*,241,Census
Exemption,Non-Medical Exemption,States,Ohio,2014-15,1.8,149080,,||,2707,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2014-15,1.4,56967,,,800,Census
Exemption,Non-Medical Exemption,States,Oregon,2014-15,5.8,46229,,||,2693,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2014-15,1.8,146378,,,2593,Census
Exemption,Non-Medical Exemption,National,United States,2014-15,2.0,,,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2014-15,0.9,11163,,†,102,Census
Exemption,Non-Medical Exemption,States,South Carolina,2014-15,1.0,62864,,†. *,648,Stratified 1-stage cluster sample
Exemption,Non-Medical Exemption,States,South Dakota,2014-15,1.5,12008,,†. *,181,Census
Exemption,Non-Medical Exemption,States,Tennessee,2014-15,0.9,78276,,†,718,Census
Exemption,Non-Medical Exemption,States,Texas,2014-15,1.3,406099,,||. §,5273,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,National,U.S. Median,2014-15,1.6,,,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2014-15,4.1,50916,,*,2110,Census
Exemption,Non-Medical Exemption,States,Vermont,2014-15,5.9,6277,,,373,Census
Exemption,Non-Medical Exemption,States,Virginia,2014-15,0.8,103821,,†. *,891,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Washington,2014-15,3.5,88809,,*,3069,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,West Virginia,2014-15,NA,22016,,‡.†,,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2014-15,4.9,69335,,,3368,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Alabama,2015-16,0.7,60392,,†,438,Census
Exemption,Non-Medical Exemption,States,Alaska,2015-16,4.7,9937,,†,421,Census
Exemption,Non-Medical Exemption,States,Arizona,2015-16,4.5,83088,,‡,3732,Census
Exemption,Non-Medical Exemption,States,Arkansas,2015-16,1.2,40258,,,491,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,California,2015-16,2.4,593788,,,14008,Census
Exemption,Non-Medical Exemption,States,Colorado,2015-16,4.3,69137,,,2963,Simple random sample
