reporting_area,pox_cases,pox_deaths,case_year,Vaccine/Exemption,Dose,Geography Type,geography,School Year,Estimate (%),Population Size,Percent Surveyed,Number of Exemptions,Survey Type,Year
Wisconsin,286,0,2017,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2017-18,91.2,66178.00,2.3,,Stratified 2-stage cluster sample,2017
Wisconsin,286,0,2017,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2017-18,91.2,66178.00,2.3,,Stratified 2-stage cluster sample,2017
Wyoming,11,0,2017,"Varicella, unknown disease history",2 Doses,States,Wyoming,2017-18,,,,,Not conducted ,2017
Wyoming,11,0,2017,"Varicella, unknown disease history",2 Doses,States,Wyoming,2017-18,,,,,Not conducted ,2017
Wyoming,11,0,2017,"Varicella, unknown disease history",2 Doses,States,Wyoming,2017-18,,,,,Not conducted ,2017
Wyoming,11,0,2017,"Varicella, unknown disease history",2 Doses,States,Wyoming,2017-18,,,,,Not conducted ,2017
Arkansas,72,0,2018,"Varicella, unknown disease history",2 Doses,States,Arkansas,2018-19,93.8,39257.00,95.4,,Census (public). voluntary response (private),2018
Arkansas,72,0,2018,"Varicella, unknown disease history",2 Doses,States,Arkansas,2018-19,93.8,39257.00,95.4,,Census (public). voluntary response (private),2018
Arkansas,72,0,2018,"Varicella, unknown disease history",2 Doses,States,Arkansas,2018-19,93.8,39257.00,95.4,,Census (public). voluntary response (private),2018
Arkansas,72,0,2018,"Varicella, unknown disease history",2 Doses,States,Arkansas,2018-19,93.8,39257.00,95.4,,Census (public). voluntary response (private),2018
Connecticut,179,0,2018,"Varicella, unknown disease history",2 Doses,States,Connecticut,2018-19,95.7,38230.00,100,,Census,2018
Connecticut,179,0,2018,"Varicella, unknown disease history",2 Doses,States,Connecticut,2018-19,95.7,38230.00,100,,Census,2018
Connecticut,179,0,2018,"Varicella, unknown disease history",2 Doses,States,Connecticut,2018-19,95.7,38230.00,100,,Census,2018
Connecticut,179,0,2018,"Varicella, unknown disease history",2 Doses,States,Connecticut,2018-19,95.7,38230.00,100,,Census,2018
Delaware,32,0,2018,"Varicella, unknown disease history",2 Doses,States,Delaware,2018-19,97.6,10798.00,9.5,,Stratified 2-stage cluster sample,2018
Delaware,32,0,2018,"Varicella, unknown disease history",2 Doses,States,Delaware,2018-19,97.6,10798.00,9.5,,Stratified 2-stage cluster sample,2018
Delaware,32,0,2018,"Varicella, unknown disease history",2 Doses,States,Delaware,2018-19,97.6,10798.00,9.5,,Stratified 2-stage cluster sample,2018
Delaware,32,0,2018,"Varicella, unknown disease history",2 Doses,States,Delaware,2018-19,97.6,10798.00,9.5,,Stratified 2-stage cluster sample,2018
Florida,853,1,2018,"Varicella, unknown disease history",2 Doses,States,Florida,2018-19,93.8,224641.00,100,,Census,2018
Florida,853,1,2018,"Varicella, unknown disease history",2 Doses,States,Florida,2018-19,93.8,224641.00,100,,Census,2018
Florida,853,1,2018,"Varicella, unknown disease history",2 Doses,States,Florida,2018-19,93.8,224641.00,100,,Census,2018
Florida,853,1,2018,"Varicella, unknown disease history",2 Doses,States,Florida,2018-19,93.8,224641.00,100,,Census,2018
Georgia,262,0,2018,"Varicella, unknown disease history",2 Doses,States,Georgia,2018-19,93.6,131275.00,100,,Census,2018
Georgia,262,0,2018,"Varicella, unknown disease history",2 Doses,States,Georgia,2018-19,93.6,131275.00,100,,Census,2018
Georgia,262,0,2018,"Varicella, unknown disease history",2 Doses,States,Georgia,2018-19,93.6,131275.00,100,,Census,2018
Georgia,262,0,2018,"Varicella, unknown disease history",2 Doses,States,Georgia,2018-19,93.6,131275.00,100,,Census,2018
Idaho,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Idaho,2018-19,88.3,22995.00,99,,Census,2018
Idaho,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Idaho,2018-19,88.3,22995.00,99,,Census,2018
Idaho,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Idaho,2018-19,88.3,22995.00,99,,Census,2018
Idaho,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Idaho,2018-19,88.3,22995.00,99,,Census,2018
Illinois,394,0,2018,"Varicella, unknown disease history",2 Doses,States,Illinois,2018-19,94.4,143876.00,100,,Census,2018
Illinois,394,0,2018,"Varicella, unknown disease history",2 Doses,States,Illinois,2018-19,94.4,143876.00,100,,Census,2018
Illinois,394,0,2018,"Varicella, unknown disease history",2 Doses,States,Illinois,2018-19,94.4,143876.00,100,,Census,2018
Illinois,394,0,2018,"Varicella, unknown disease history",2 Doses,States,Illinois,2018-19,94.4,143876.00,100,,Census,2018
Indiana,172,0,2018,"Varicella, unknown disease history",2 Doses,States,Indiana,2018-19,93.5,82324.00,96.4,,Census,2018
Indiana,172,0,2018,"Varicella, unknown disease history",2 Doses,States,Indiana,2018-19,93.5,82324.00,96.4,,Census,2018
Indiana,172,0,2018,"Varicella, unknown disease history",2 Doses,States,Indiana,2018-19,93.5,82324.00,96.4,,Census,2018
Indiana,172,0,2018,"Varicella, unknown disease history",2 Doses,States,Indiana,2018-19,93.5,82324.00,96.4,,Census,2018
Iowa,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Iowa,2018-19,93.3,40624.00,100,,Census,2018
Iowa,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Iowa,2018-19,93.3,40624.00,100,,Census,2018
Iowa,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Iowa,2018-19,93.3,40624.00,100,,Census,2018
Iowa,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Iowa,2018-19,93.3,40624.00,100,,Census,2018
Kansas,0,0,2018,"Varicella, unknown disease history",2 Doses,States,Kansas,2018-19,89.2,37838.00,23.1,,Stratified 2-stage cluster sample,2018
Kansas,0,0,2018,"Varicella, unknown disease history",2 Doses,States,Kansas,2018-19,89.2,37838.00,23.1,,Stratified 2-stage cluster sample,2018
Kansas,0,0,2018,"Varicella, unknown disease history",2 Doses,States,Kansas,2018-19,89.2,37838.00,23.1,,Stratified 2-stage cluster sample,2018
Kansas,0,0,2018,"Varicella, unknown disease history",2 Doses,States,Kansas,2018-19,89.2,37838.00,23.1,,Stratified 2-stage cluster sample,2018
Kentucky,34,0,2018,"Varicella, unknown disease history",2 Doses,States,Kentucky,2018-19,92.8,55587.00,99,,Census,2018
Kentucky,34,0,2018,"Varicella, unknown disease history",2 Doses,States,Kentucky,2018-19,92.8,55587.00,99,,Census,2018
Kentucky,34,0,2018,"Varicella, unknown disease history",2 Doses,States,Kentucky,2018-19,92.8,55587.00,99,,Census,2018
Kentucky,34,0,2018,"Varicella, unknown disease history",2 Doses,States,Kentucky,2018-19,92.8,55587.00,99,,Census,2018
Louisiana,103,0,2018,"Varicella, unknown disease history",2 Doses,States,Louisiana,2018-19,95.4,56203.00,100,,Census,2018
Louisiana,103,0,2018,"Varicella, unknown disease history",2 Doses,States,Louisiana,2018-19,95.4,56203.00,100,,Census,2018
Louisiana,103,0,2018,"Varicella, unknown disease history",2 Doses,States,Louisiana,2018-19,95.4,56203.00,100,,Census,2018
Louisiana,103,0,2018,"Varicella, unknown disease history",2 Doses,States,Louisiana,2018-19,95.4,56203.00,100,,Census,2018
Maryland,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Maryland,2018-19,97.1,71431.00,100,,Census,2018
Maryland,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Maryland,2018-19,97.1,71431.00,100,,Census,2018
Maryland,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Maryland,2018-19,97.1,71431.00,100,,Census,2018
Maryland,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Maryland,2018-19,97.1,71431.00,100,,Census,2018
Massachusetts,289,0,2018,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2018-19,96.5,65279.00,100,,Census,2018
Massachusetts,289,0,2018,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2018-19,96.5,65279.00,100,,Census,2018
Massachusetts,289,0,2018,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2018-19,96.5,65279.00,100,,Census,2018
Massachusetts,289,0,2018,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2018-19,96.5,65279.00,100,,Census,2018
Michigan,434,1,2018,"Varicella, unknown disease history",2 Doses,States,Michigan,2018-19,94.3,118632.00,100,,Census,2018
Michigan,434,1,2018,"Varicella, unknown disease history",2 Doses,States,Michigan,2018-19,94.3,118632.00,100,,Census,2018
Michigan,434,1,2018,"Varicella, unknown disease history",2 Doses,States,Michigan,2018-19,94.3,118632.00,100,,Census,2018
Michigan,434,1,2018,"Varicella, unknown disease history",2 Doses,States,Michigan,2018-19,94.3,118632.00,100,,Census,2018
Minnesota,324,0,2018,"Varicella, unknown disease history",2 Doses,States,Minnesota,2018-19,92,70085.00,98.1,,Census,2018
Minnesota,324,0,2018,"Varicella, unknown disease history",2 Doses,States,Minnesota,2018-19,92,70085.00,98.1,,Census,2018
Minnesota,324,0,2018,"Varicella, unknown disease history",2 Doses,States,Minnesota,2018-19,92,70085.00,98.1,,Census,2018
Minnesota,324,0,2018,"Varicella, unknown disease history",2 Doses,States,Minnesota,2018-19,92,70085.00,98.1,,Census,2018
Mississippi,41,0,2018,"Varicella, unknown disease history",2 Doses,States,Mississippi,2018-19,99.2,37775.00,100,,Census,2018
Mississippi,41,0,2018,"Varicella, unknown disease history",2 Doses,States,Mississippi,2018-19,99.2,37775.00,100,,Census,2018
Mississippi,41,0,2018,"Varicella, unknown disease history",2 Doses,States,Mississippi,2018-19,99.2,37775.00,100,,Census,2018
Mississippi,41,0,2018,"Varicella, unknown disease history",2 Doses,States,Mississippi,2018-19,99.2,37775.00,100,,Census,2018
Missouri,168,0,2018,"Varicella, unknown disease history",2 Doses,States,Missouri,2018-19,94.5,72687.00,100,,Census,2018
Missouri,168,0,2018,"Varicella, unknown disease history",2 Doses,States,Missouri,2018-19,94.5,72687.00,100,,Census,2018
Missouri,168,0,2018,"Varicella, unknown disease history",2 Doses,States,Missouri,2018-19,94.5,72687.00,100,,Census,2018
Missouri,168,0,2018,"Varicella, unknown disease history",2 Doses,States,Missouri,2018-19,94.5,72687.00,100,,Census,2018
Montana,57,1,2018,"Varicella, unknown disease history",2 Doses,States,Montana,2018-19,92.9,12480.00,100,,Census,2018
Montana,57,1,2018,"Varicella, unknown disease history",2 Doses,States,Montana,2018-19,92.9,12480.00,100,,Census,2018
Montana,57,1,2018,"Varicella, unknown disease history",2 Doses,States,Montana,2018-19,92.9,12480.00,100,,Census,2018
Montana,57,1,2018,"Varicella, unknown disease history",2 Doses,States,Montana,2018-19,92.9,12480.00,100,,Census,2018
Nebraska,42,0,2018,"Varicella, unknown disease history",2 Doses,States,Nebraska,2018-19,96.3,26925.00,98.6,,Census,2018
Nebraska,42,0,2018,"Varicella, unknown disease history",2 Doses,States,Nebraska,2018-19,96.3,26925.00,98.6,,Census,2018
Nebraska,42,0,2018,"Varicella, unknown disease history",2 Doses,States,Nebraska,2018-19,96.3,26925.00,98.6,,Census,2018
Nebraska,42,0,2018,"Varicella, unknown disease history",2 Doses,States,Nebraska,2018-19,96.3,26925.00,98.6,,Census,2018
Nevada,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Nevada,2018-19,94.7,37971.00,4.8,,Stratified 2-stage cluster sample,2018
Nevada,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Nevada,2018-19,94.7,37971.00,4.8,,Stratified 2-stage cluster sample,2018
Nevada,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Nevada,2018-19,94.7,37971.00,4.8,,Stratified 2-stage cluster sample,2018
Nevada,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Nevada,2018-19,94.7,37971.00,4.8,,Stratified 2-stage cluster sample,2018
New Hampshire,98,0,2018,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2018-19,91.8,12421.00,100,,Census,2018
New Hampshire,98,0,2018,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2018-19,91.8,12421.00,100,,Census,2018
New Hampshire,98,0,2018,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2018-19,91.8,12421.00,100,,Census,2018
New Hampshire,98,0,2018,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2018-19,91.8,12421.00,100,,Census,2018
New Mexico,60,0,2018,"Varicella, unknown disease history",2 Doses,States,New Mexico,2018-19,95.7,25269.00,99.6,,Census,2018
New Mexico,60,0,2018,"Varicella, unknown disease history",2 Doses,States,New Mexico,2018-19,95.7,25269.00,99.6,,Census,2018
New Mexico,60,0,2018,"Varicella, unknown disease history",2 Doses,States,New Mexico,2018-19,95.7,25269.00,99.6,,Census,2018
New Mexico,60,0,2018,"Varicella, unknown disease history",2 Doses,States,New Mexico,2018-19,95.7,25269.00,99.6,,Census,2018
North Carolina,N,0,2018,"Varicella, unknown disease history",2 Doses,States,North Carolina,2018-19,93.1,124343.00,90.9,,Census (public). voluntary response (private),2018
North Carolina,N,0,2018,"Varicella, unknown disease history",2 Doses,States,North Carolina,2018-19,93.1,124343.00,90.9,,Census (public). voluntary response (private),2018
North Carolina,N,0,2018,"Varicella, unknown disease history",2 Doses,States,North Carolina,2018-19,93.1,124343.00,90.9,,Census (public). voluntary response (private),2018
North Carolina,N,0,2018,"Varicella, unknown disease history",2 Doses,States,North Carolina,2018-19,93.1,124343.00,90.9,,Census (public). voluntary response (private),2018
North Dakota,48,0,2018,"Varicella, unknown disease history",2 Doses,States,North Dakota,2018-19,93.8,10382.00,99.4,,Census,2018
North Dakota,48,0,2018,"Varicella, unknown disease history",2 Doses,States,North Dakota,2018-19,93.8,10382.00,99.4,,Census,2018
North Dakota,48,0,2018,"Varicella, unknown disease history",2 Doses,States,North Dakota,2018-19,93.8,10382.00,99.4,,Census,2018
North Dakota,48,0,2018,"Varicella, unknown disease history",2 Doses,States,North Dakota,2018-19,93.8,10382.00,99.4,,Census,2018
Ohio,476,0,2018,"Varicella, unknown disease history",2 Doses,States,Ohio,2018-19,91.2,139679.00,94.9,,Census (public). voluntary response (private),2018
Ohio,476,0,2018,"Varicella, unknown disease history",2 Doses,States,Ohio,2018-19,91.2,139679.00,94.9,,Census (public). voluntary response (private),2018
Ohio,476,0,2018,"Varicella, unknown disease history",2 Doses,States,Ohio,2018-19,91.2,139679.00,94.9,,Census (public). voluntary response (private),2018
Ohio,476,0,2018,"Varicella, unknown disease history",2 Doses,States,Ohio,2018-19,91.2,139679.00,94.9,,Census (public). voluntary response (private),2018
Pennsylvania,571,0,2018,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2018-19,95.8,143560.00,93.3,,Census (public). voluntary response (private),2018
Pennsylvania,571,0,2018,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2018-19,95.8,143560.00,93.3,,Census (public). voluntary response (private),2018
Pennsylvania,571,0,2018,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2018-19,95.8,143560.00,93.3,,Census (public). voluntary response (private),2018
Pennsylvania,571,0,2018,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2018-19,95.8,143560.00,93.3,,Census (public). voluntary response (private),2018
United States,8201,6,2018,"Varicella, unknown disease history",2 Doses,National,United States,2018-19,94.3,,,,,2018
United States,8201,6,2018,"Varicella, unknown disease history",2 Doses,National,United States,2018-19,94.3,,,,,2018
United States,8201,6,2018,"Varicella, unknown disease history",2 Doses,National,United States,2018-19,94.3,,,,,2018
United States,8201,6,2018,"Varicella, unknown disease history",2 Doses,National,United States,2018-19,94.3,,,,,2018
Rhode Island,66,0,2018,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2018-19,97,10964.00,100,,Census,2018
Rhode Island,66,0,2018,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2018-19,97,10964.00,100,,Census,2018
Rhode Island,66,0,2018,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2018-19,97,10964.00,100,,Census,2018
Rhode Island,66,0,2018,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2018-19,97,10964.00,100,,Census,2018
South Carolina,152,0,2018,"Varicella, unknown disease history",2 Doses,States,South Carolina,2018-19,93.5,58442.00,27,,Stratified 1-stage cluster sample,2018
South Carolina,152,0,2018,"Varicella, unknown disease history",2 Doses,States,South Carolina,2018-19,93.5,58442.00,27,,Stratified 1-stage cluster sample,2018
South Carolina,152,0,2018,"Varicella, unknown disease history",2 Doses,States,South Carolina,2018-19,93.5,58442.00,27,,Stratified 1-stage cluster sample,2018
South Carolina,152,0,2018,"Varicella, unknown disease history",2 Doses,States,South Carolina,2018-19,93.5,58442.00,27,,Stratified 1-stage cluster sample,2018
South Dakota,31,0,2018,"Varicella, unknown disease history",2 Doses,States,South Dakota,2018-19,95.5,12062.00,99.9,,Census,2018
South Dakota,31,0,2018,"Varicella, unknown disease history",2 Doses,States,South Dakota,2018-19,95.5,12062.00,99.9,,Census,2018
South Dakota,31,0,2018,"Varicella, unknown disease history",2 Doses,States,South Dakota,2018-19,95.5,12062.00,99.9,,Census,2018
South Dakota,31,0,2018,"Varicella, unknown disease history",2 Doses,States,South Dakota,2018-19,95.5,12062.00,99.9,,Census,2018
Tennessee,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Tennessee,2018-19,96.2,78630.00,100,,Census,2018
Tennessee,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Tennessee,2018-19,96.2,78630.00,100,,Census,2018
Tennessee,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Tennessee,2018-19,96.2,78630.00,100,,Census,2018
Tennessee,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Tennessee,2018-19,96.2,78630.00,100,,Census,2018
Texas,972,0,2018,"Varicella, unknown disease history",2 Doses,States,Texas,2018-19,96.5,390034.00,99.4,,Census,2018
Texas,972,0,2018,"Varicella, unknown disease history",2 Doses,States,Texas,2018-19,96.5,390034.00,99.4,,Census,2018
Texas,972,0,2018,"Varicella, unknown disease history",2 Doses,States,Texas,2018-19,96.5,390034.00,99.4,,Census,2018
Texas,972,0,2018,"Varicella, unknown disease history",2 Doses,States,Texas,2018-19,96.5,390034.00,99.4,,Census,2018
Utah,196,0,2018,"Varicella, unknown disease history",2 Doses,States,Utah,2018-19,92.5,50179.00,100,,Census,2018
Utah,196,0,2018,"Varicella, unknown disease history",2 Doses,States,Utah,2018-19,92.5,50179.00,100,,Census,2018
Utah,196,0,2018,"Varicella, unknown disease history",2 Doses,States,Utah,2018-19,92.5,50179.00,100,,Census,2018
Utah,196,0,2018,"Varicella, unknown disease history",2 Doses,States,Utah,2018-19,92.5,50179.00,100,,Census,2018
Vermont,49,0,2018,"Varicella, unknown disease history",2 Doses,States,Vermont,2018-19,92.3,6126.00,100,,Census,2018
Vermont,49,0,2018,"Varicella, unknown disease history",2 Doses,States,Vermont,2018-19,92.3,6126.00,100,,Census,2018
Vermont,49,0,2018,"Varicella, unknown disease history",2 Doses,States,Vermont,2018-19,92.3,6126.00,100,,Census,2018
Vermont,49,0,2018,"Varicella, unknown disease history",2 Doses,States,Vermont,2018-19,92.3,6126.00,100,,Census,2018
Virginia,352,0,2018,"Varicella, unknown disease history",2 Doses,States,Virginia,2018-19,93.6,100394.00,4.4,,Stratified 2-stage cluster sample,2018
Virginia,352,0,2018,"Varicella, unknown disease history",2 Doses,States,Virginia,2018-19,93.6,100394.00,4.4,,Stratified 2-stage cluster sample,2018
Virginia,352,0,2018,"Varicella, unknown disease history",2 Doses,States,Virginia,2018-19,93.6,100394.00,4.4,,Stratified 2-stage cluster sample,2018
Virginia,352,0,2018,"Varicella, unknown disease history",2 Doses,States,Virginia,2018-19,93.6,100394.00,4.4,,Stratified 2-stage cluster sample,2018
Washington,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Washington,2018-19,89.7,87510.00,96.9,,Census,2018
Washington,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Washington,2018-19,89.7,87510.00,96.9,,Census,2018
Washington,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Washington,2018-19,89.7,87510.00,96.9,,Census,2018
Washington,N,0,2018,"Varicella, unknown disease history",2 Doses,States,Washington,2018-19,89.7,87510.00,96.9,,Census,2018
West Virginia,N,0,2018,"Varicella, unknown disease history",2 Doses,States,West Virginia,2018-19,98.5,19442.00,79.3,,Voluntary response,2018
West Virginia,N,0,2018,"Varicella, unknown disease history",2 Doses,States,West Virginia,2018-19,98.5,19442.00,79.3,,Voluntary response,2018
West Virginia,N,0,2018,"Varicella, unknown disease history",2 Doses,States,West Virginia,2018-19,98.5,19442.00,79.3,,Voluntary response,2018
West Virginia,N,0,2018,"Varicella, unknown disease history",2 Doses,States,West Virginia,2018-19,98.5,19442.00,79.3,,Voluntary response,2018
Wisconsin,289,0,2018,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2018-19,91.6,66344.00,2.3,,Stratified 2-stage cluster sample,2018
Wisconsin,289,0,2018,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2018-19,91.6,66344.00,2.3,,Stratified 2-stage cluster sample,2018
Wisconsin,289,0,2018,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2018-19,91.6,66344.00,2.3,,Stratified 2-stage cluster sample,2018
Wisconsin,289,0,2018,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2018-19,91.6,66344.00,2.3,,Stratified 2-stage cluster sample,2018
Wyoming,21,0,2018,"Varicella, unknown disease history",2 Doses,States,Wyoming,2018-19,94.7,7734.00,100,,Census,2018
Wyoming,21,0,2018,"Varicella, unknown disease history",2 Doses,States,Wyoming,2018-19,94.7,7734.00,100,,Census,2018
Wyoming,21,0,2018,"Varicella, unknown disease history",2 Doses,States,Wyoming,2018-19,94.7,7734.00,100,,Census,2018
Wyoming,21,0,2018,"Varicella, unknown disease history",2 Doses,States,Wyoming,2018-19,94.7,7734.00,100,,Census,2018
Alabama,92,0,2019,"Varicella, unknown disease history",2 Doses,States,Alabama,2019-20,NReq,59477.00,94.9,,Census,2019
Alabama,92,0,2019,"Varicella, unknown disease history",2 Doses,States,Alabama,2019-20,NReq,59477.00,94.9,,Census,2019
Alabama,92,0,2019,"Varicella, unknown disease history",2 Doses,States,Alabama,2019-20,NReq,59477.00,94.9,,Census,2019
Alabama,92,0,2019,"Varicella, unknown disease history",2 Doses,States,Alabama,2019-20,NReq,59477.00,94.9,,Census,2019
Alaska,36,0,2019,"Varicella, unknown disease history",2 Doses,States,Alaska,2019-20,NR,10381.00,82.7,,Voluntary response,2019
Alaska,36,0,2019,"Varicella, unknown disease history",2 Doses,States,Alaska,2019-20,NR,10381.00,82.7,,Voluntary response,2019
Alaska,36,0,2019,"Varicella, unknown disease history",2 Doses,States,Alaska,2019-20,NR,10381.00,82.7,,Voluntary response,2019
Alaska,36,0,2019,"Varicella, unknown disease history",2 Doses,States,Alaska,2019-20,NR,10381.00,82.7,,Voluntary response,2019
Arizona,307,0,2019,"Varicella, unknown disease history",2 Doses,States,Arizona,2019-20,NReq,83976.00,98.7,,Census (public). voluntary response (private),2019
Arizona,307,0,2019,"Varicella, unknown disease history",2 Doses,States,Arizona,2019-20,NReq,83976.00,98.7,,Census (public). voluntary response (private),2019
Arizona,307,0,2019,"Varicella, unknown disease history",2 Doses,States,Arizona,2019-20,NReq,83976.00,98.7,,Census (public). voluntary response (private),2019
Arizona,307,0,2019,"Varicella, unknown disease history",2 Doses,States,Arizona,2019-20,NReq,83976.00,98.7,,Census (public). voluntary response (private),2019
Arkansas,119,0,2019,"Varicella, unknown disease history",2 Doses,States,Arkansas,2019-20,93.9,39510.00,96.2,,Census (public). voluntary response (private),2019
Arkansas,119,0,2019,"Varicella, unknown disease history",2 Doses,States,Arkansas,2019-20,93.9,39510.00,96.2,,Census (public). voluntary response (private),2019
Arkansas,119,0,2019,"Varicella, unknown disease history",2 Doses,States,Arkansas,2019-20,93.9,39510.00,96.2,,Census (public). voluntary response (private),2019
Arkansas,119,0,2019,"Varicella, unknown disease history",2 Doses,States,Arkansas,2019-20,93.9,39510.00,96.2,,Census (public). voluntary response (private),2019
California,39,0,2019,"Varicella, unknown disease history",2 Doses,States,California,2019-20,96.1,566155.00,97.9,,Census,2019
California,39,0,2019,"Varicella, unknown disease history",2 Doses,States,California,2019-20,96.1,566155.00,97.9,,Census,2019
California,39,0,2019,"Varicella, unknown disease history",2 Doses,States,California,2019-20,96.1,566155.00,97.9,,Census,2019
California,39,0,2019,"Varicella, unknown disease history",2 Doses,States,California,2019-20,96.1,566155.00,97.9,,Census,2019
Colorado,250,0,2019,"Varicella, unknown disease history",2 Doses,States,Colorado,2019-20,90.1,69088.00,98.2,,Census,2019
Colorado,250,0,2019,"Varicella, unknown disease history",2 Doses,States,Colorado,2019-20,90.1,69088.00,98.2,,Census,2019
Colorado,250,0,2019,"Varicella, unknown disease history",2 Doses,States,Colorado,2019-20,90.1,69088.00,98.2,,Census,2019
Colorado,250,0,2019,"Varicella, unknown disease history",2 Doses,States,Colorado,2019-20,90.1,69088.00,98.2,,Census,2019
Connecticut,117,0,2019,"Varicella, unknown disease history",2 Doses,States,Connecticut,2019-20,95.9,38888.00,100,,Census,2019
Connecticut,117,0,2019,"Varicella, unknown disease history",2 Doses,States,Connecticut,2019-20,95.9,38888.00,100,,Census,2019
Connecticut,117,0,2019,"Varicella, unknown disease history",2 Doses,States,Connecticut,2019-20,95.9,38888.00,100,,Census,2019
Connecticut,117,0,2019,"Varicella, unknown disease history",2 Doses,States,Connecticut,2019-20,95.9,38888.00,100,,Census,2019
Florida,983,1,2019,"Varicella, unknown disease history",2 Doses,States,Florida,2019-20,93.5,228298.00,100,,Census,2019
Florida,983,1,2019,"Varicella, unknown disease history",2 Doses,States,Florida,2019-20,93.5,228298.00,100,,Census,2019
Florida,983,1,2019,"Varicella, unknown disease history",2 Doses,States,Florida,2019-20,93.5,228298.00,100,,Census,2019
Florida,983,1,2019,"Varicella, unknown disease history",2 Doses,States,Florida,2019-20,93.5,228298.00,100,,Census,2019
Georgia,233,0,2019,"Varicella, unknown disease history",2 Doses,States,Georgia,2019-20,93.1,130102.00,100,,Census,2019
Georgia,233,0,2019,"Varicella, unknown disease history",2 Doses,States,Georgia,2019-20,93.1,130102.00,100,,Census,2019
Georgia,233,0,2019,"Varicella, unknown disease history",2 Doses,States,Georgia,2019-20,93.1,130102.00,100,,Census,2019
Georgia,233,0,2019,"Varicella, unknown disease history",2 Doses,States,Georgia,2019-20,93.1,130102.00,100,,Census,2019
Hawaii,42,0,2019,"Varicella, unknown disease history",2 Doses,States,Hawaii,2019-20,70.2,15695.00,8.9,,Stratified 2-stage cluster sample,2019
Hawaii,42,0,2019,"Varicella, unknown disease history",2 Doses,States,Hawaii,2019-20,70.2,15695.00,8.9,,Stratified 2-stage cluster sample,2019
Hawaii,42,0,2019,"Varicella, unknown disease history",2 Doses,States,Hawaii,2019-20,70.2,15695.00,8.9,,Stratified 2-stage cluster sample,2019
Hawaii,42,0,2019,"Varicella, unknown disease history",2 Doses,States,Hawaii,2019-20,70.2,15695.00,8.9,,Stratified 2-stage cluster sample,2019
Idaho,N,0,2019,"Varicella, unknown disease history",2 Doses,States,Idaho,2019-20,88.5,23301.00,98.5,,Census,2019
Idaho,N,0,2019,"Varicella, unknown disease history",2 Doses,States,Idaho,2019-20,88.5,23301.00,98.5,,Census,2019
Idaho,N,0,2019,"Varicella, unknown disease history",2 Doses,States,Idaho,2019-20,88.5,23301.00,98.5,,Census,2019
Idaho,N,0,2019,"Varicella, unknown disease history",2 Doses,States,Idaho,2019-20,88.5,23301.00,98.5,,Census,2019
Illinois,399,0,2019,"Varicella, unknown disease history",2 Doses,States,Illinois,2019-20,96.4,145891.00,100,,Census,2019
Illinois,399,0,2019,"Varicella, unknown disease history",2 Doses,States,Illinois,2019-20,96.4,145891.00,100,,Census,2019
